,id,installer_id,body,overall_rating,sent_score
2941,2951,20054,"I have received an excellent Project Implementation Experience, though the Project was lengthy as it had several steps to be completed, Overall, We are very excited going Solar and Having selected Green Power for My First Major Project for our New Home.",5,0.7501
2942,2952,21348,"After doing much research, we chose Solar Wolf Energy because there were some key values that stood out to us over all the other companies.  Certifications, experience, perfection, safety, following all laws, codes and inspections, long term commitment and a sense of family.  That’s what stood out to us and now a year after installation and that’s what we’ve witnessed. 

Solar Wolf Energy worked with our town in acquiring all required permits. They followed every code, had the town inspectors come out for inspection throughout the entire process.   Safety starts with their employees during installation, continues to the homeowner and extends to local fire officials by informing them with everything they need in case of an emergency. 

When Solar Wolf first came out to our house, they listened to all our concerns, requests and needs. They designed a system that met what we asked for and never pressed us to make any decisions. They gave us the literature and encouraged us to do our homework and research before committing to anything. They were patient and understand that this is a big decision.   The end product is beautiful, not an eye sore. Every panel is perfectly straight without any visible wires. Inside the house the equipment and wires are perfectly straight, neat and organized. 

Solar Wolf Energy truly believes in what they are doing.   They want to help people in lowering their energy costs and stand by their product, their installation and their agreement.  Solar Wolf Energy isn’t about getting your money and writing you off after they’ve installed your system. With Solar Wolf Energy the job never ends for them. They continue working for you, monitoring your systems productivity and will contact you if something doesn’t appear right. They are always there for you and continue to answer any questions you may have, They make sure your systems software is always current and will perform software updates as needed. 

When you sign on with Solar Wolf Energy, you know them and they know you by name. You’re not just hiring a company to come do a job for you, you’re signing on for a long term relationship!",5,0.8442
2943,2953,21642,I Have had my panels for about one year. I could not be happier with the whole process. The no pressure sales by Joe. The instillation and install crew. the ease of use. And the amazing savings. I would and do recommend Smart Roof Solar to everyone. Save money and help our environment..to date my panels have produced 8.65 MWh. Let the sun shine.  ,5,0.7096
2944,2954,21534,In late 2017 Southern Current installed a 14kwh Enphase system on my roof and I couldn't be happier. They walked me through each step and even completed the installation a little early. They were knowledgeable and professional. I plan on adding a whole house battery and more solar in the future and I will be going back to Southern without question!,5,0.0
2945,2955,21717,GRNE installed my solar in rural Illinois at a competitive price. They were quick to reply to all my questions. Very professional installers.,5,0.1779
2946,2956,3247,"OPPORTUNITY OF OPPORTUNITY FOR YOU, USING YOU FOR LOAN

My name is Victor Donard. I am a private lender who gives a loan to private and legal persons. Have you denied so many banks? Do you need financing to create your business? Do you need financing to expand your business? Or do you need a personal loan? My loan varies from a personal loan to a commercial loan. My interest rate is very affordable at 2% and our credit process is very fast. I am very willing to do all your financial problems
past If you are really ready to solve your financial problems, inform yourself and apply for a loan today.
Contact email: victordonardjesus@gmail.com for more information and what sapp + 2348029085063 also visit our webs site financialchoice.webs.com",5,0.7944
2947,2957,21838,"Once I had my new system installed and up and running, the level of service and responsiveness dropped right off.
I have been trying to get information about a Solar Storage solution, which obviously makes my solar panel system MUSH better. All I have been provided is a redirection. Why doesn't Slingshot have a solar storage solution to offer?
I was asked to provide referrals when I first bought my solar panel system,  and did so via email. After some time of no response, I ten got an email saying I needed to install and sign up for some app (Changemaker) that was being made available on iPhone. I have an Android so not very useful.
I have not received any useful responses n this topic either.",2,-0.4379
2948,2958,21865,I would NEVER recommend Allseason Soler to my friends - only to people I don't like. TERRIBLE customer service  ,1,-0.5904
2949,2959,22375,"From the very beginning nothing happened correctly.  The company's main concern is being paid. Since installation, every month production has been less than what they told me it would be.  I wanted this post to warn others to look at other installers so they don't end up spending money on a system that produces less than what was quoted. If I am able to get them to install more panels then I lose my grandfathered rate with APS. There really isn't anyone out here to hold these contractors to what they say.",1,-0.4522
2950,2960,20938,"We called Solarponics to check as to why our electric bill spiked last month even though we have solar PV and hot water.  The technician quickly found that a valve had been accidentally closed that kept the solar hot water from heating properly, thereby causing the electric backup to kick in.  The technician hopped up on the roof to check the setup and replaced the anode as well.  Thanks!",5,0.4926
2951,2961,22574,From the initial call and throughout the installation process Gold Coast did an amazing job in keeping to their word and deadline and they did an outstanding job in their installation process. They were professional and consistently made sure that every aspect of the job was managed properly.  Nothing but the highest praise for John the sales manager who made sure everything went according to plan. Highly recommend this company.....,5,0.8338
2952,2962,3247,"What a sales pitch at the kitchen table. They offer and contract with you a 3.99% APR on the loan if you'll only set up ACH Payments with them through your checking account with your banking institution. If you'd rather pay yourself, it will be a 4.24% rate. Sounds good, right? Wrong!
When you start making payments on a $23,000 loan at an APR of just 3.99% you'd assume (you know what they say about assume) payments would be knocking down the loan principal. A minimum payment (for the first 15 months of the loan) is just $103. What does Mosaic do? They take the $103 and designate $82 to interest and only $19 to principal. I might as well have gone to a car title loan company on a street corner and gave them my arm and a leg. 

I called a customer service rep after hours and asked to have a finance manager call me back the following morning. I was told, ""I'll see what I can do"" Really? RUNAWAY! RUNAWAY! 

Bottom Line: No, I would not recommend this company to a friend. ",2,-0.5255
2953,2963,20701,"Best customer service by far. Tiffany Swiss took care of us throughout the entire process. Tiffany is on top of her game. The whole process from paperwork to installation was stress free. It wasnt just some sales pitch and then youre on your own, Tiffany is readily available for anything I need and is prompt in replying to emails. Needless to say Im very pleased with our new system and very happy with the way we were taken care of. Thank You Tiffany and NRG. Cant wait to use my air conditioner this summer. Definitely recommending you to others. Thank you.",5,0.8856
2954,2964,20039,"I had a very good experience with NRG Heating & Air Conditioning. I was very upset when my AC unit stopped working, but when NRG Heating & Air Conditioning came over they got the easy job done of changing out our filters. Great company to hire for maintenance of Air condition . Highly Recommend!

",5,0.6249
2955,2965,21577,"I had a great experience with Perry Built Construction.  I first talked to Roger Denault who came to my house to give me a quote.  He was very responsive and knowledgeable with any questions I had.  Based off all the quotes I received Perry Built seemed to give me the best option based on price and product that I was looking for.  

As for the installation process, they were able to install in a timely manner, actually ahead of schedule then what they originally promised.  Their team was professional and neat.  After the installation was complete Bevan ran me through how our system works and what to expect in the coming days.

Overall such a great company.  They left me feeling very comfortable with our investment.  Roger followed up with us to make sure we didn't have any further questions and he was happy to answer any questions I had.  I would definitely recommend Perry Built Construction to all my family and friends.",5,0.8074
2956,2966,3247,Excited service with Janelle,5,0.34
2957,2967,20731,Best decision any man can make if you don’t hate the planet. Solar is beneficial to all walks of life. ,5,0.4404
2958,2968,3247,All our questions were answered by the rep. Very friendly and new the answers we needed to every question we asked. Keep up the great work. Thanks. ,5,0.6249
2959,2969,20021,"Solar Energy World is a great company. Colin was very professional and did a good job assisting me in my process to go solar, I would recommend”",4,0.7351
2960,2970,21358,"Great group of guys if you want to get your solar done. Everything was done online. My sales guy name is Ralph. Never met him, but got all the proposals done online. He will answer all the questions promptly. I met a couple of other contractors, each spending 1-2 hrs at my house. I chose Sunlux because Ralph did not use any sales pressure tactics to get me sign. He was very patience. We went back and forth until I was completely satisfy. Got 5 quotes and Sunlux gave me the lowest quote. Not only do they have the best quote, but their panel is also high quality. The work was done in a timely manner. Took 2 days for the install and an appointment for the city inspection. The panel looks great on my roof. Great job guys! Thank you Sunlux.",5,0.6597
2961,2971,6520,"Starting a Solar project in Queens, with the NYC Dept. of Buildings filings and bureaucracy seemed extremely daunting, but Sun Blue made it easy. They have been present and helpful throughout the entire installation, from start to finish - generous with their time and expertise. I purchased a relatively small system from SunBlue outright and they have been up front and on target about costs and timing. I regularly work with contractors and they have been excellent from both the business side and the installer side. And the price was right. I would use them again in a heartbeat.",5,0.7269
2962,2972,21906,"When we decided to go ahead with Solar, we did our homework and interviewed several solar companies.  We decided to go with Sovereign Solar USA; based on how comfortable we were with Patrick’s (the owner) knowledge base, and experience in the industry.  They also had all the other options that the national companies have, including, access to high quality equipment, and financing options, but with a local presence in this area for a number of years.

Patrick has proven to be dedicated to his customers, by always responding to our texts, phone calls, without hesitation.  In addition, Sovereign Solar USA and their employees worked us to get us installed before in the year, with only a couple of months to do so.  This not only included the actual installation, but also getting our Electrical Company’s application processed. This was done without losing quality workmanship in the process. The installers Nick and Kyle also impressed us with their work ethic, knowledge, and customer service.  Sovereign Solar USA is truly customer service oriented, and has worked beyond what was expected.
",5,0.5878
2963,2973,20435,"Unbelievable. They offered no APR for one year. Started paying my bill and there it is - a finance charge on my account! They say they will reimburse you once the account is paid off ? Are you kidding me ? I want to pay off my balance not my balance and the APR.
",1,-0.296
2964,2974,20701,"Initially I was quite impressed with the level of service that I was receiving in regards to my solar quote. I was given an opportunity to answer questions about trees, home battery systems and the additional work I was wanting to carry out with the solar upgrades. 

My first hint that this might not be the right fit came as I was trying to get a quote for additional EV charging and electrical work. They gave me a standard price since then I have found it was nearly double what other solar installers charge. 

Next came in the actual site visit to address my home needs - I had prepared a ""cheat sheet"" with all of the items in regards to what I would like to carryout with the upgrade to take advantage of the generous federal 30% ITC.

The gentleman who arrived was late due to a previous appointment (not an issue) but he only stayed 15 minutes taking my information and leaving with ""I can see that you are not ready to buy today"" Well....I was willing to buy I am not going to go with a company who cannot listen to what I would like to do to my home and also if they don't care. 

""I will get you a proposal by Tuesday"" Today is Thursday and I doubt I will receive this quote,

Overall, the company looks great on the outside; but inside; it just does not seem to be very professional.",1,-0.4323
2965,2975,3247,"I needed to change my checking account for my autopay, and the on phone service by Daniela Rueda was superb.  Great loan partner so far. Couldn't be happier.",5,0.6249
2966,2976,3247,David S   Good work!   Helped stop late payment issues when initiating our account.,5,0.4926
2967,2977,20701,"I had a really pleasant experience with Sherry, Ryan, and Lisa at NRG clean power. Ryan initially came out to my house to give me an estimate for a new roof and solar. After learning more about solar it was obvious we needed a good company that we can trust. NRG really stood out and I am glad I chose them because Ryan was able to get me financing and my bills close to $0. The best part is that I did not have to put anything down. Sherry was very organized and held my hand through the process. My system has been up and running for about 3 months now. I've already told a couple friends and they are also very pleased with this company so thank you.",5,0.8602
2968,2978,21940,"I had a wonderful experience with Silverline. They were very professional! 
On time according to the plan ",5,0.5719
2969,2979,20409,I think it’s funny that all of the reviews posted so far have been from Sunpro employees... kinda calls into question their integrity?,1,0.6705
2970,2980,21940,Great and friendly company with amazing service and good prices. Were able to get me financing and save me money on my bill. ,5,0.9325
2971,2981,21940,So amazing! They got everything done so quickly and for a very reasonable price. Recommend them to everybody! ,5,0.6581
2972,2982,3247,"I live in USA Florida and i am a happy woman today? I told my self that any Loan lender that could change my Life and that of my family, i will refer any person that 
is looking for loan to Them. If you are in need of loan and you are 100% sure to pay 
back the loan please contact them and please tell them that Mrs Lynn referred you to 
them. kelvinbrownloanfirm@gmail.com ",2,0.0
2973,2983,20682,"In every aspect, Solar Rising did an excellent job with the installation of our solar PV array. I wanted to choose a local company; I am glad to have chosen Solar Rising as my installer. Their electricians were top notch and installation was done quickly. The main office was easy to work with, and helped me along the way with all my questions and concerns. Thanks Angela, Neil,  Ben and others for helping my go solar! ",5,0.6588
2974,2984,22862,"Impact Solar did a great job from start to finish.  They explained the entire process, how it works, SRECs, warranties, etc. and the install went very smooth.  Also, the electricians they used were incredible and non-invasive.",5,0.6249
2975,2985,20731,Please do your research and find a company that will not lie to you and make you spend way more money than you were planning. ,1,0.3182
2976,2986,20938,"I am very happy with the professionalism of the Solarponics staff. Justin is awesome. His assistant is also. Besides installing a tankless watrr heater, they were very careful about making the installation look good.  ",5,0.6249
2977,2987,22344,They are great. We hired G C Electric Solar one month ago and our system is already installed. Very happy with the customer service and their professional crews. Their price was really competitive and they used the best equipment available in the industry (Panasonic and Solaredge). I would recommend them to everybody. Seriously!,5,0.7346
2978,2988,3247,"We signed up with them and within 6months paid them off the full 17,000. Now I’m being harassed by a collection agency that says I never paid a thing. ",1,-0.5423
2979,2989,22383,"EZ Solar and Sky Seals (the owner) made it an effortless process to get an amazing solar PV setup, with the best price and service you can find. From day one, Sky made sure everything with the install would run smoothly without us having to do much at all besides enjoy the ride.  We actually decided to go with the Panasonic 325 panels originally, but since they were backordered Sky offered to upgrade is to the LG Neon 335 panels for free so we wouldn't need to wait to get go solar. 

From the planning, to submittal, to install, to approvals and inspections everything was handled by EZ Solar who kept me informed each step of the way. The crew who did the install, Chase, Cy, and the rest of the crew were professional, courteous and meticulous installing the panels on the roof, the SolarEdge inverter and our new, upgraded 200 amp electric panel.  We have a spray on foam roof and were a little worried about leaks, but already went through 2 days of heavy rainfall a couple weeks ago, and happy to report, the roof passed with flying colors!

All in all a great solar PV experience.  Looking forward to a zero electric bill this month and would not hesitate to recommend EZ Solar and Sky to anybody considering solar. Actually, already recommended them to two friends who were considering solar pv.  Thanks EZ Solar!",5,0.9049
2980,2990,20701,"I had a very good experience with NRG, everyone gave me excellent service. I like the fact that they always kept me notified about everything that is happening with the project. NRG respected my house and my family and kept everything organized. Robert is the cherry on the cake. He checked everything to make sure everything was working accordingly. I have no complaints about the company.",5,0.7841
2981,2991,20682,"7.68 kW system in 3 arrays on 3 different roof planes.

Bid price was 3rd lowest of 7 bids received, but the Company provided premium panels and accommodated the addition of a circuit, with a 60-foot run from the main panel, for a EV charger.

The company made an on-site inspection prior to my acceptance of their bid.   This resulted in zero change orders and no surprises during the installation.  After their bid was accepted, the schedule of permitting and work proceeded as stated by the Company.  The Company provided a strong labor and materials warranty.

Since I had done some research, the Company accommodated my preferences without compromising, based on their experience, their recommendations on the design and equipment specifications.

The workers that arrived on site were polite, deliberate, efficient, and neat.  Installation took a day and a half.  It is quality workmanship with all electrical conduit being able to be run internally.

Besides being locally owned and operated, the team of people I have interacted with are very professional and responsive to all my questions and concerns.
",5,0.7003
2982,2992,22358,"Does not return phone calls, txt messages, or emails.  I felt as though the sales person was not honest with me and mislead me to make the sale.  The company also violated my contract and upfront charged the entire financed amount instead of the agreed upon installments based on work completed.

Despite my efforts I still have no contact for anyone Incase I have service 
issues.   After the sale they could care less about me.   Had to work directly with manufacturer just to get access so I could monitor system.  This is not the standard.

I regret doing business with KDH.",1,-0.4767
2983,2993,3247,"1st page of my loan document says 3.99$ APR but when I noticed none of my payment was going toward principal (NONE), I called.  They told me it is calculated DAILY!  That means my payment (which they gave me) does not even satisfy my interest!  So I dug into my loan document and never once was I told it was computed DAILY.  Found it in section 3c.  ""Interest will accrue on your account on a daily basis by taking the unpaid principal balance, multiplying it by the annual percentage rate of your loan expressed as a daily rate.""  NO WHERE ELSE DID I READ 'ANNUAL PERCENTAGE RATE' EXPRESSED AS DAILY!  So take my loan amount (over $36,000) at 3.99% DAILY and I'm never paying principal!!!  Way to take advantage of a military vet!",1,-0.3595
2984,2994,3247,"Had a great team working on my loan , let’s say it-wasn't easy once done the loan set up with Auto Pay was alsome and easy thank u so much !! ",5,0.3979
2985,2995,3247,Mosaic has provided excellent customer service and when I needed to refinance my mortgage Mosaic issue a temporary lifted the lien. ,5,0.5719
2986,2996,22344,"When we finally decided to get solar, we got four total quotes. Out of all of them we decided to go with G C Electric solar and we are so happy that we did. The process was very smooth and fast. The system was installed a week ago, and we are already enjoying all of its benefits. We got the highest quality and best panels available in the industry for the price that we loved. The crew was on time, clean, and professional. One of the owners Sep was a delight to work with throughout the whole process. The moment we met him he has been very knowledgeable, genuine, helpful and not pushing us like other companies did. All our questions were always answered 24/7 and we were always updated on the status of the project. Now we have a beautiful roof mount system, and I already recommended them to my friends and co-workers. 

Excellent job and great company! ",5,0.8442
2987,2997,3247,"
Hi!!!

CRYSTAL SUTTLE LOAN COMPANY
has been certified and approved by the Internet advertising agency from
Government to give credit to the people.
We have various forms of credit, described below.
Personal Loans *
* Student Loans
* Credit
* Security and secured loans.
* Credit Default

* You do not need collateral.
* Registration is not required.
* Low interest rates
* Full transfer of the loan.

In order to apply and get a loan today, please contact us through our e-mail.
Official information below. Thank you for your support!

Contact e-mail:{crystalsuttleloancompany@gmail.com}

You could also reach us out with our care lines @ (+1206=552-7312)

© 2015 CRYSTAL SUTTLE LOAN COMPANY 

Advertising Director

Contact us through this Email: >>crystalsuttleloancompany@gmail.com<<




",5,0.7717
2988,2998,21143,"A solar install can be a complex job, and Invaleon took the time to understand our priorities and make sure we were happy with all the aspects of the installation.  In our project, we put the panels on an antique barn, so the aesthetics were important to us.  Invaleon understood this and worked with us in all the facets - selection of equipment, placement, careful interior work (we needed to reinforce the roof), meticulous outdoor work, care with our existing landscaping, etc.   Invaleon was big enough to have the right equipment and experts for all the parts of the job, and yet small enough to really care that we were happy with the outcome.",5,0.8016
2989,2999,3247,All of our dealings with Mosaic were clear and easy.  Painless loan application and simple payment methods.,5,0.6705
2990,3000,20021,"Colin got back to me right away and thoughtfully answered my many questions. He was aggressive in trying to get us the best price and best components possible. We sent emails back and forth and had two phone conversations. I recommend him highly for his professionalism, knowledge and responsiveness. ",5,0.8316
2991,3001,22773,"Brian and his crew did an awesome job installing and putting up the solar panels on my house! They were very professional and neat. When the guys came to install all of the panels on my roof, I was very impressed at how they cleaned up all of their things and made sure that all of the garbage was picked up too. They were all so polite and respectful and always made sure that all of my questions and concerns were answered. I am also very happy with the price. I don't feel like I am being over charged and being taken advantage of and Brian got me the top of the line equipment as well. If I have any complaints, it would be that there was no communication as to when they were coming or what they were going to be doing. But they did do an awesome job! I will totally recommend Custom Solar to everyone!",5,0.6901
2992,3002,3247,"This was the only company that was able to do the job for me.  I wanted 100% solar.  No electric bill.  The other companies, I tried MANY, would only install 10-25% power usage.  My payments are less than I paid for electricity.  In 15 years it will be paid off.  I am guaranteed my power for 30 years.
This was a real no brainer decision.  It may take a while to get all the approvals for installation & power on, but it is worth it!
My solar produces 110% of my usage.",5,0.3903
2993,3003,21940,"I had a wonderful experience with silverline solar. They were fast, prompt and were always available to answer any of my questions. They did the whole job in like 2 weeks. I highly recommend ",5,0.5719
2994,3004,20435,Green Sky financed Solar panel install through Sun Shine Solar.  Not one thing installed in a year. Green Sky knew this company as had pulled same scam under different names ALL financed through Green Sky. I now owe over $8000 on a $5000 loan due to interest rate 0f 17.5%. If anyone mentions Green Sky RUN!!!!!,1,-0.5719
2995,3005,21940,I love looking at my utility bill and seeing $3. Excellent feeling. Thank you silverline! ,5,0.6369
2996,3006,22917,"Could not be happier with the end result of our install.  Grant walked us through the options available to us, and we came up with a system that worked for our site and our budget.  Very excited to have it up and running, and appreciate all the help NW Renewables provided.",5,0.796
2997,3007,20919,Our experience with NC Solar was great. They delivered exactly what they promised when they promised. The installation crew was considerate of our pets and yard completing the job in less that a day. We will recommend to neighbors and friends.,5,0.6808
2998,3008,21940,Overall very professional. The crew was always on time and they did a great job. I can honestly say that i recommend them to my friends and family. The pricing was also wonderful. Other companies quoted me through the roof. ,5,0.8225
2999,3009,21940,I really enjoyed going solar. The representative was informative! The whole installation was only 2 days! Super impressed ,5,0.7906
3000,3010,21940,"From beginning to end I have absolutely no complaints! The speed, quality, and care for our schedule really meant the world to my wife and me. Thank you Silverline!",5,0.4939
3001,3011,20030,"We chose Solar Union because they quoted high-quality components with a 25-year performance guarantee. 
Our home is 300+ miles North of San Francisco, a considerable distance from Solar Union's base in the Bay Area. The company assured us that they make installations throughout the state, and representatives from the company indeed traveled up here on separate occasions for roof inspection, installation, and for the county inspection.
We went through several rounds of negotiations of the proposal.  We had constructive discussions on how the annual production for our specific area likely would differ from that of the coast, from where more specific data is available, and on the technical and visual impact of various arrangements of the panels on the roof.
The 3-person installation crew arrived early one morning and worked hard and cheerfully through the day into the cold hours of the evening.  They also did a meticulous cleanup job.
The Tigo web-based monitoring system came as part of our installation.  The performance data is available online with a twenty-minute delay, and it is quite interesting to see the minute-by-minute changes in production when bands of clouds pass over.  
From the date of the signing of the contract to the submission of the NEM application to PG&E took four and a half months.  The beginning of the rainy season had pushed back the installation schedule, and backlogs in the county building inspections department also caused delays.  Importantly, we did meet our goal of completing the installation in the 2017 tax year.
",5,0.4019
3002,3012,20030,"The price was great compared to the other five companies I got quotes with, which ended up increasing their prices as soon as they showed up to my house for the consultation. SolarUnion honored its guaranteed maximum price motto. I've checked back in with them a few times for minor issues and so far they've been very responsive. One of the optimizers stopped reporting a couple months after installation…they caught it themselves and replaced it…amazing!  I had a few issues getting my Tigo monitoring equipment up and running because I changed my internet provider. That was slightly more intense to fix on my part, but they worked with me and in the end it turned out we had a bad receiver and got it replaced…hasn't had issues since.  

 ",5,0.6249
3003,3013,3247,"We got our solar panels, and then needed to refinance our house. They had put a lien on the panels that looked like a lien on the house. They said to remove it for the month, they would need us to pay $201. They gladly took our money, took their time and then decided that they weren't going to remove the lien. They refused to apply the money to anything. They screwed us over, but in the process, our loan with the bank will still get processed, just another month late..and we will have to put off the projects the money was initially intended for. but they may have stolen $201 from us, but they screwed themselves out of $21,000 in finance charges. I guess that's what you get when you decide that your customers don't matter. So don't plan on doing anything to your house til the solar panels are paid off if you go with these guys. They will screw you up and over and laugh the whole time. ",1,-0.9052
3004,3014,20938,"Solarponics, Inc. was able to not only meet my needs but they clearly exceeded my expectations, by solving a preexisting problem with my floor heating system with an innovative solution and now our floors are toasty warm!!! Their professional reputation, impressive attention to detail and excellence in customer service are only surpassed by their level of quality and customer satisfaction. I have recommended them to my neighbors with similar issues and have heard very positive feedback from them. Keep up the great job!!!",5,0.9205
3005,3015,21616,"I am extremely pleased with the outcome of the Accelerate Solar installation at my SC residence. The company provided a design which complements my home and which saves me energy each month to the point where the system rewards me with energy credits each month. 
Since mid-April 17' through mid-December our energy needs have been fully met by the 37 panels installed by Accelerate Solar. The bitter cold weather during the holidays did result in a small energy charge but nothing like in years past, when SCE&G would demand higher and higher billing charges for the energy they provided. Now we receive a payback on our investment.
When the sun shines this customer smiles a wide smile, with the knowledge that Accelerate Solar provided us with a well designed panel and inverter system which more than covers our energy needs for now and into the future. If there are ever issues, their Customer Service department has the answers and can provide technical field services if and when remote diagnostics determine a service call is needed.
Thank you and your team at Accelerate Solar for installing and supporting my energy saving system so expertly. Its like receiving a present from SCE&G each month in the form of an energy credit, rather than a costly bill.
We welcome anyone who is interested to contact us regarding our experience with Accelerate Solar.",5,0.8316
3006,3016,20701,"NRG Clean Power has been fantastic!  After I lot of research, I knew that NRG would take care of me and our home.  From the initial call until we were fully operational the process went great.  A huge thanks to Tiffany Swiss and her expertise through the process.  We are very happy with NRG and happy to have solar.  Thank you NRG!  ",5,0.8396
3007,3017,21288,"My wife and I love our solar system installed by Solar Me that we purchased.  Our sales rep, Peter Dunne, was extremely knowledgeable and didn't try to sell hype like some other reps I spoke with.  He also did not try to oversell us extra panels that we did not need..  Their prices were very competitive.  We signed the contract in January 2017 and our system was live in 12 weeks.   9 months later, we have yet to have an electric bill besides our connection fee.  We had a minor problem with the initial connection of the panels that the owner called me up to notify me of.  He sent out his electrician to solve it immediately.  We couldn't be happier with Solar Me and the entire process.  Buying Solar panels from Solar Me is highly recommended!",5,0.6369
3008,3018,22337,"Sunbright Solar was the 3rd company I communicated with.  From my first encounter to completion of the job I found them easy to communicate with, was kept well informed of progress and Adrian was available for any questions.  I would recommend them highly.",5,0.7783
3009,3019,20965,"While searching for solar we met with several companies for quotes.  Not only was Rhode Island Solar Solutions competitively priced, but they were the most knowledgeable when it came to solar. They took the time to explain to me what it was I was buying, and what programs that were available to me through the state and the government.  Everyone from the company was great! From the office people to my sales rep Mike Goulart they kept me up to date on my project at all times and answered all my questions. The install crew was great as well very curious and neat. I would highly recommend anyone interested in solar to check them out before making any decisions on solar!!!",5,0.9013
3010,3020,20701,"Tiffany was invaluable coordinating and answering my questions regarding the installation of my two solar power system.
Thank you Tiffany",5,0.3612
3011,3021,21403,Let me start by saying Haim was amazing! He was very professional and helped us answering on all our questions. We looked around and considered our options trying to get the best price and quality... ArtGreen was by far the BEST OPTION for both quality and services they offers ... We had 26x325w Panasonic panels with solaredge optimizes installed... ArtGreen is definitely the way to GO when you look for great prices quality panels and professional installation.,5,0.9625
3012,3022,20968,This company talked s good game but did not honor any of their promises. They also had different prices for their panels depending on the sales rep.. We did not receive any of the rebate promises and we cannot reach them. We’ve had the panels for approximately two years and have not received a call from any one regarding the efficiency. We want a refund.,1,0.0772
3013,3023,551,"Contacted them in 2014 to install a 15kw Sunpower SPR X21-335 black (45 panels) with 3 SMA SB5000TL-US-22 inverters.  System looks great on the front of my house and provides all our energy needs for 10 out of 12 months of the year.  Design was well thought out and documented.  Installation was top notch.  They were a little slow getting to my house to get the installation started, but they were clearly overwhelmed with the demand for residential solar systems at the time due to the State of CT Energize program.  I would use them again.",4,0.8047
3014,3024,22438,I Started My Solar with Standard Eco llc 12/28/2017 they were out to my home 4 days later to do Site Evaluation and Aero Seal on my home which was amazing my home has less hot spots since and my solar install took place 5 days after the Site Evaluation and as of yesterday my solar Was interconnected to the utility company I have several friends that have gone solar and it took them with the solar company they choose almost twice as long to interconnected I am extremely pleased with my system and the quality of work that was done you can count me as one happy customer ,5,0.9299
3015,3025,22438,"My solar search ended with a sales guy coming to my door.  The customer service has been awesome, not to mention I have already started saving money !! Thank you Standardeco. ",5,0.6892
3016,3026,22344,"Just wanted to write a note about our experience with G. C. Electric Solar. I interviewed six companies before deciding to go with G. C. Not only did their price beat the others, they seemed the most knowledgeable and competent at helping me understand what can seem like a complicated and daunting decision. Sepehr, who presented the proposal and oversaw the complete installation, was responsive and easy to work with throughout the entire process. He did not try to sell me anything I didn’t need or want, like some of the others did. The crew that actually did the installation was professional, courteous, and responsive to all my my concerns. Due to the flu season and SDG&E, we did have a couple of delays during installation, but I can’t fault G. C. for that. 
We have been online for about ten days now, everything is working flawlessly and just as represented. We are very happy with the whole experience and I highly recommend you give G. C. Electric Solar a chance to earn your business.",5,0.831
3017,3027,22779,"My original installer left the market, but RC Construction stepped right in.  Mr. Helmeyer coordinated my efforts with Enphase Customer Service and fixed the power generating reporting on my Enphase system.  With the fix, I can again monitor array performance.  Without a way to monitor performance, detecting problems requires examining each inverter on site, a time consuming task.",5,0.1655
3018,3028,22438,Awesome company haven’t had any problems very respectable and professional employees that come out to the home never had an issue getting a hold of someone with any questions or concerns that I’ve had ,5,0.6801
3019,3029,22438,Signed up for solar at the beginning of the year and believe it or not I’m already installed. Everyone was very professional and customer service was very helpful. They made getting solar really easy and stress free. Even the consultant that came out was very professional and answered all of my husbands questions. ,5,0.5314
3020,3030,22438,"I have  Had my solar for over a year and I absolutely love it!  A year later we are enjoying our lower bills.  Standard ego has been very attentive to my questions and requests. Phone calls have always been returned in time. Even after a year ,the people still remember me. They take great care of their customers. I have also recommended and 2 family members and friends. I highly recommend standard eco.",5,0.8074
3021,3031,21210,"Through this fantastic program, I""m going to end up paying $3,000 per window for a property that is only $45,000. My property taxes have gone from $200 to $800. I'll probably loose my home.",1,-0.3182
3022,3032,22779,"Roberto was very knowledgeable and professional every time I dealt with him., from the initial contact to the final installation. I dealt with several solar companies while getting quotes and panel recommendations from them all before finally settling with RC Construction Solar.

Many of the companies were trying to sell me panels that would be little more than an expensive solar decorations as they wanted to put panels on the North face of my house.

RC Construction Solar told me where I needed to put the panels, and I was able to back that up with the direction the sun travels in the sky. The equipment that he sold to me was the same price as the competitors, but it was a better value as it had higher wattage output.

I'm glad I chose RC Construction Solar, and would recommend them to both friends and family as they were courteous, prompt, and professional throughout the entire process.",5,0.8979
3023,3033,22779,"I picked RC Construction Solar to install my 10KW system because of all the 4 and 5 star reviews that I read. Due to my weird schedules it took me a year to get Roberto to my house to meet with me, but that wasn't his fault, He worked two days on the installation and came back when the inspector came for the final inspection, it was then that I realized the depth of Roberto knowlege. Roberto was giving the inspector lesson on my site. Roberto teaches classes for inspectors. If you pick RC Construction Solar you won't go wrong.

Frank Robinson",5,0.3724
3024,3034,964,"This man Chris is a thief and con artist.
Update... He is now out of business and has fled the State.
Anyone with information on his whereabouts, please respond.",1,-0.5267
3025,3035,22779,"Did what they said, when they said they would and for the cost they quoted.  Also, Roberto answered my dozens or 100s of questions so I could understand and monitor my system.  We've experienced high winds and even large (almost golf ball size) hail and my panels were unharmed.  Almost 3 yrs in they can still produce max per panel power when conditions are right.  I am very happy my wife and I went solar and had RC Construction Solar install the system. I plan to have them help add solar to a RV hopefully soon.",5,0.6597
